Year,Latitude,Longitude,Magnitude
1922,-16,-72.5,7.4
1922,47,151.8,7.5
1922,-28,-72,
1922,-28.553,-70.755,8.7
1922,36.5,70.5,7.5
1922,32.7,130.3,
1922,-43,173,6.3
1923,40.8,-124.5,7.2
1923,54,161,8.3
1923,37.6,57.3,5.5
1923,10.1,109,6.1
1923,-0.4,-78.3,6.8
1923,55,162.4,7.7
1923,6.5,124,7.2
1923,43.2,17.1,
1923,31.5,101,7.3
1923,56.5,162.5,7.2
1923,-28.75,-71.75,7
1923,43.7,12,
1923,-7.7,109.2,
1923,35.2,59.2,5.7
1923,35.4,141.8,
1923,9.3,125,5.5
1923,-18.5,-70.3,
1923,35.1,139.5,7.9
1923,34.9,140.2,7.7
1923,24.969,90.752,6.9
1923,37.2,57.7,6.4
1923,29.2,56.9,6.9
1923,-1.75,128.75,7.5
1923,-4.653,154.232,7.1
1923,-4.539,153.107,7.1
1923,1,-77.5,5.3
1923,41.7,13.5,
1923,5.2,-73.2,
1924,35.5,139.5,
1924,-1.6,-78.6,6.9
1924,49.179,142.436,6.8
1924,35.1,5.2,5.6
1924,6.5,126.5,8.3
1924,16,118,6.5
1924,39.7,42.8,5.3
1924,-56,157.5,7.8
1924,44.737,147.416,7.6
1924,36.8,83.8,7.3
1924,-49.5,159,7.5
1924,64.15,-21.95,
1924,8.5,126.5,7.3
1924,40,42,6.8
1924,43.8,13.2,
1924,-7.3,109.8,
1924,42.5,12.7,
1924,-7.3,109.9,
1925,-8,115,
1925,41.2,42.8,5.8
1925,60,-146,6.8
1925,46.1,12.2,
1925,25.7,100.4,7
1925,43.2,10.9,
1925,-18.5,168.5,7.6
1925,9.3,122.7,6.8
1925,43.2,10.8,
1925,-26,-71.5,7.1
1925,35.75,134.75,6.8
1925,12.2,122.1,6.3
1925,46.4,-111.24,6.7
1925,34.418,-120.196,6.8
1925,40.2,16.1,
1925,38,30.5,5.9
1925,12.2,-85.2,6.7
1925,11,-42,7.5
1925,27,100,5.8
1925,13,125,7.3
1925,18.5,-107,7
1925,44.2,12.2,
1925,34.6,58.1,5.5
1925,28.5,51.2,5.5
1926,-10.061,159.215,7.5
1926,20.5,-155.5,
1926,-10,161,7.5
1926,41.5,13.8,
1926,36.5,27.5,7.9
1926,-0.7,100.6,5.8
1926,44.6,10.7,
1926,27,127,7.5
1926,-0.3,100.4,
1926,38.567,14.833,5.3
1926,37.973,-28.59,5.8
1926,-9.674,159.519,6.9
1926,-49,161,7.9
1926,42.6,18.5,
1926,40.7,43.7,5.7
1926,-3.5,138.5,7.9
1926,12.3,-85.8,7
1926,25.6,100.3,5.5
1926,-28,-71,6
1926,-7.1,109,
1926,41,19.5,5.8
1926,34,-4.6,
1927,32.5,-115.5,5.8
1927,35.6,135.1,7.3
1927,26,103,6
1927,24.1,102,5
1927,41.5,13.8,
1927,44.1,20.5,5.9
1927,36.75,102,7.6
1927,45,7,
1927,44.4,34.4,6
1927,36.75,22.75,7.3
1927,32,35.5,6.3
1927,37.9,142,6.9
1927,45.8,14.2,
1927,42.9,13.1,
1927,34.2,142,6.9
1927,23,120.5,6.8
1927,44.4,34.5,6.8
1927,44.4,34.3,5.7
1927,41.9,13.5,
1927,57.69,-136.07,7.1
1927,44.5,9.6,
1927,34.813,-120.774,7.3
1927,44.5,9.6,
1927,-44.6,-73,7.1
1927,45.8,11.8,
1927,25.2,102.5,5.5
1927,-0.7,119.7,6.3
1927,55.663,160.039,7.5
1928,42.9,11.6,
1928,44.2,9.2,
1928,49,-125,5.8
1928,17.8,-97.6,7.7
1928,38.8,16,6
1928,31.6,60,5
1928,-2.5,88.5,8.1
1928,-22,170.5,7.5
1928,15.67,-96.1,7.7
1928,46.4,13,5.8
1928,38.1,27.4,6.5
1928,-13,-69.5,6.9
1928,42.2,25.3,6.8
1928,17.75,-97.1,7.8
1928,42.1,25,7
1928,38,23,6
1928,38,23.5,5
1928,38,23,5.2
1928,-13,-69.5,6.8
1928,40.8,26.8,4.3
1928,-5,-78,7.3
1928,-19.8,-174.345,
1928,40,143.2,
1928,12.4,120.9,7
1928,16.028,-97.036,7.7
1928,-5.5,-79,7
1928,31.5,120.5,5.8
1928,37.3,57.9,5.4
1928,16,-97,7.6
1928,-22.5,-70.5,7.1
1928,-35,-72,7.6
1928,7,124,7.3
1929,49.8,154.8,7.7
1929,40.7,111.6,6
1929,10.5,-64.2,6.9
1929,25.5,98,5.5
1929,36.5,70.5,7.1
1929,51,-170,7.8
1929,37.8,57.6,7.4
1929,40.2,37.9,6.5
1929,31.7,132.2,6.8
1929,51,-131,7
1929,25.2,97.2,
1929,8.5,127,7.2
1929,-41.75,172.25,7.5
1929,-54,-29.5,7.8
1929,37.5,58,5.8
1929,32.2,49.7,6.2
1929,63.9,-21.7,6.3
1929,42.9,-78.3,
1929,-23,-69,7.5
1929,44.69,-56,7.3
1929,52.5,171.5,7.8
1930,32.2,119.4,5.5
1930,40.4,20.5,5.6
1930,35.8,24.8,6.7
1930,36,-3,
1930,38.6,14.6,
1930,12.1,-86.2,
1930,17.3,96.5,7.3
1930,38.1,44.7,7.5
1930,26.8,103,6
1930,-5.6,105.3,6
1930,25.5,90,7.1
1930,37.8,-4.5,5.6
1930,17.4,95.5,
1930,-9.3,114.3,6.5
1930,41.1,15.4,6.5
1930,30,100,5.5
1930,34.03,-118.643,5.2
1930,1.2,124.57,
1930,25.8,98.4,6.5
1930,38.4,68.5,6.3
1930,-4.423,145.46,6.6
1930,35.8,52.1,5
1930,43.667,13.267,5.9
1930,-4.05,39.667,
1930,40.5,19.5,6
1930,35,139,7.1
1930,40.3,19.6,5
1930,18.2,96.4,7.3
1930,43.7,13.3,
1930,23.2,120.6,6.3
1930,23.2,120.6,5.5
1930,-1.3,144.3,6.5
1930,-24.7,-66.3,6
1930,-28.5,-71,6
1931,38,23,5.3
1931,16.1,-96.8,7.9
1931,44.3,10.1,
1931,25.6,96.8,7.6
1931,40.6,20.8,5.8
1931,25.4,96.8,
1931,44.3,10.1,
1931,-39.772,176.025,7.7
1931,-39.5,177,7.1
1931,-39.5,177,
1931,41,22.5,6.9
1931,40.5,142.5,7.7
1931,-32.5,-72,7.1
1931,18.3,120.2,6.9
1931,44.9,11.4,
1931,13.2,-85.7,5.6
1931,44.4,11.6,
1931,46.3,12.5,
1931,39.2,46,6.3
1931,54,1.067,6
1931,37.7,15.1,
1931,-3.417,142.077,7
1931,47.1,89.8,8
1931,29.8,67.3,7.4
1931,42.7,13,
1931,36.1,139.2,7
1931,-5,102.75,7.4
1931,-10.932,161.016,7.8
1931,-9.968,161.194,7.7
1931,32,131.5,7.5
1932,-12,-77.5,6.8
1932,20,-75.8,5.4
1932,30.1,101.8,6
1932,-17.5,179.6,6.2
1932,31.4,115,6
1932,0.5,126,7.4
1932,36.6,53.4,5.4
1932,12,-87.5,7.6
1932,-25.5,179.2,7.9
1932,19.623,-103.919,8.1
1932,19.081,-103.631,7.8
1932,19.242,-104.383,7.7
1932,26,95.5,7
1932,16.5,120.5,
1932,-3.57,128.35,
1932,-39,177.5,6.8
1932,40.5,23.9,6.9
1932,40.5,23.8,6.2
1932,-32,-131.5,7.5
1932,10.5,-64.2,
1932,,,
1932,38.7,-117.8,7.2
1932,39.7,96.7,7.6
1932,13.3,-88.5,
1932,31.8,102.2,5
1933,-20,-71,7.6
1933,37.4,13,
1933,39.224,144.622,8.4
1933,33.62,-117.97,6.3
1933,36.8,27.2,6.4
1933,6.9,0.6,
1933,12,-87.5,6.9
1933,38.1,142.4,
1933,-5.151,104.528,7.5
1933,-5.007,104.501,5.8
1933,31.9,103.4,7.5
1933,29.5,102.5,5
1933,42,14.2,
1933,-2,-81,6.9
1933,-22,-70.5,5.5
1933,73.122,-70.014,7.7
1933,32.1,56,6.3
1933,-5,151,
1934,23.7,102.7,6
1934,26.773,86.762,8
1934,41,108.8,6.3
1934,17.5,119,7.9
1934,-40.5,175.5,7.5
1934,41.7,-112.8,6.6
1934,66,-18.25,
1934,8,-82.5,7.7
1934,-11.907,166.731,7.8
1934,-11.139,165.503,7.1
1934,24.8,121.5,6.5
1934,37.919,40.211,
1934,18.5,-105.5,7
1934,15,-89,
1934,-19.5,-69.5,6.9
1934,-4.2,152.2,
1934,37.919,40.211,
1934,38.2,-20.6,
1934,31.8,-115.5,7.1
1935,40.5,27.5,6.2
1935,35.8,25,6.7
1935,36.3,53.3,6
1935,36.3,53.5,6.3
1935,24.3,120.8,6
1935,29.4,102.3,6
1935,39.3,40.6,6.1
1935,24.8,120.8,6
1935,29.5,66.8,7.5
1935,24.2,120.5,5.8
1935,35,138,6.3
1935,24.6,120.8,6.5
1935,36.6,141.4,
1935,1,-77.5,
1935,42.9,12.7,
1935,43,146.5,7.6
1935,-3.824,141.416,7.8
1935,39.9,143.7,
1935,40.7,144.3,
1935,46.6,-112,6.2
1935,46.6,-112,6
1935,5.5,94,6.5
1935,16.5,-93.1,
1935,-9.8,161,7.6
1935,28.7,103.6,6
1935,,98.25,7.9
1936,1.1,-77.6,7
1936,35.4,103.4,6.8
1936,4.5,126.5,7.7
1936,22.5,109.4,6.8
1936,28.6,103.6,6.8
1936,55,165,7.2
1936,33,60,6.2
1936,35.2,127.6,5
1936,-24.5,-70,7.3
1936,34.2,105.7,6
1936,1.2,-77.3,
1936,26.6,103,5.5
1936,22.3,120.8,7.2
1936,6.1,94.7,7.3
1936,3.5,97.5,
1936,38.2,142.2,
1936,39.5,74.2,5.5
1936,55.2,164,7.3
1936,13.2,-88.7,
1936,34.4,139.2,
1937,35.5,97.6,7.5
1937,12.6,-87.2,
1937,36.4,7.5,5.2
1937,44.5,149.4,7.6
1937,-21.5,-177,8.1
1937,-4.271,152.203,
1937,18.8,-97.5,7.7
1937,35.4,115.1,7
1937,14.5,121.5,7.5
1937,37.8,112.5,5
1937,56,162.5,
1937,-9.4,110.2,7.2
1937,17.3,-99.3,
1937,-3,132.3,
1937,36.5,70.5,7.2
1937,22.9,121.2,7
1937,16.7,-98.5,7.5
1937,-10.5,-76.5,6.2
1937,13.5,-89.5,
1938,16.1,-98.3,
1938,-5.25,130.5,8.5
1938,5.1,-75.5,
1938,-3,132.3,
1938,-5.1,153.1,
1938,52.2,-131.9,6.3
1938,39.4,33.8,6.7
1938,12.2,-86.9,
1938,12.3,-86.9,
1938,-6,147.8,7.5
1938,21.7,99.5,6
1938,-1,120,7.6
1938,36.7,141.4,
1938,43.6,144.3,6.1
1938,25.208,125.115,7.6
1938,18.2,-99.5,
1938,-0.3,-78.4,6.3
1938,37.1,141.7,7.7
1938,37.2,141.7,7.6
1938,37.5,142.2,7.5
1938,37,141.7,7.1
1938,37.6,141.2,
1938,55.48,-158.37,8.2
1938,37,141.5,6
1938,36.7,142.1,
1938,37,142.2,
1938,22.9,121.5,7
1939,36.3,30.7,5.3
1939,-36.25,-72.25,8.3
1939,38.5,14.7,
1939,-7.08,155.386,7.7
1939,32.3,132,6.6
1939,-27,-70.5,7.4
1939,-9.295,159.234,7.9
1939,40.1,139.5,7
1939,13.5,121.25,6.5
1939,37.053,-24.427,6.5
1939,5.18,-0.13,6.4
1939,-12.5,-72,
1939,22.2,-79.1,5.6
1939,24.4,102.5,5.5
1939,39.1,26.8,6.5
1939,-15.305,-72.19,
1939,39.7,40.4,5.9
1939,36.3,70.6,6.9
1939,,123,8
1939,39.77,39.533,7.7
1940,38.1,13.5,4.8
1940,-31,-69,
1940,42.7,121.3,6
1940,12.5,-87.5,
1940,38.4,35.5,
1940,23.9,102.3,6
1940,41.7,43.8,6
1940,32.733,-115.5,7.2
1940,-10.5,-77,8.2
1940,24.4,102.5,5.5
1940,52,178.2,7.4
1940,44.2,139.5,7.5
1940,40.2,122,5.8
1940,-22,-71,7.3
1940,-41.5,-74.5,7
1940,45.8,26.8,7.3
1941,16.4,43.5,5.9
1941,-4.175,152.071,7.4
1941,40.5,-125.25,6.6
1941,33.5,58.6,6.3
1941,38.3,12.2,
1941,18.9,-102.9,7.9
1941,47,127.2,6
1941,23.6,99.4,7
1941,11.94,92.626,8
1941,36,10,
1941,39.5,43.3,6
1941,31.7,102.3,6
1941,39.7,39.4,5.9
1941,32,132.1,7.4
1941,37.417,-18.983,8.3
1941,8.7,-83.2,7.6
1941,8.5,-84,6.9
1941,23.3,120.3,7.1
1941,22.7,99.9,7
1942,23.1,100.3,6.8
1942,13.5,121,7.8
1942,-0.75,-81.5,7.9
1942,4.6,-74.5,5.8
1942,,124,7.5
1942,-34.6,-67.9,
1942,43,122,6
1942,14,-91,7.9
1942,-15,-76,8.2
1942,41.7,20.4,6
1942,-49.5,32,7.9
1942,16.3,-95,
1942,39.2,28.2,6.1
1942,40.3,34.6,
1942,40.6,35,
1942,40.8,35.1,
1942,40.9,36.5,7.3
1942,43.4,17.2,6
1943,40.8,30.5,6.6
1943,44.3,17,
1943,-2.1,-80.5,6.9
1943,-14.2,-71.5,5
1943,16.7,-101.5,7.5
1943,39.3,73.3,6.5
1943,-30.75,-72,8.2
1943,36.1,4.5,5
1943,43.1,13.3,
1943,7.5,128,8.1
1943,-1,101,7.6
1943,41.2,143.3,
1943,40.6,30.5,6.2
1943,30.6,104.1,5
1943,-9.5,110,8.1
1943,19.3,-67.5,7.8
1943,-53,159,7.9
1943,35.3,133.9,7.4
1943,-22,171,7.5
1943,-30,-177,7.6
1943,21.5,93.5,7.2
1943,-6,134.5,7.6
1943,41,33.7,7.6
1943,54.9,156.8,7.6
1943,40,40,
1944,-31.5,-68.5,7.8
1944,41.4,32.7,7.4
1944,44,84,7.2
1944,-8.5,123.5,7.5
1944,36.8,54.5,4.8
1944,-2.5,152.8,7.5
1944,38.9,29.3,6
1944,36.7,22.5,5.7
1944,44.957,-74.723,5.6
1944,39.1,75,7
1944,-22.5,172,7.5
1944,39.4,26.7,6.8
1944,-19,169,7.5
1944,34,137.1,8.1
1945,34.7,137.2,7.1
1945,40.9,142.1,
1945,,32,6
1945,37.4,35.8,6
1945,35.2,52.1,
1945,38.5,43.3,
1945,38.5,43.3,
1945,2.5,15.6,6.2
1945,39.5,119,6.3
1945,24.5,63,8
1945,38,28.9,
1945,-6,150,7.8
1946,32.5,59.1,
1946,35.75,5,5.6
1946,38.2,31.8,5.6
1946,29.4,51.4,
1946,53.492,-162.832,8.6
1946,39.3,41.2,5.9
1946,49.87,-124.92,7.3
1946,-26.5,-70.5,7.9
1946,19.25,-69,7.9
1946,19.5,-69.5,7.5
1946,23.9,96.2,7.5
1946,23.9,96.2,7.8
1946,-4.5,153.5,7.7
1946,-14,-76.25,7
1946,51.5,-174.5,
1946,41.5,72.5,7.6
1946,39.3,55.4,7.5
1946,-8.5,-77.5,7.3
1946,23.1,120.3,6.8
1946,33,135.6,8.1
1947,13.2,-87.5,
1947,33.3,99.5,7.7
1947,-38.85,178.87,7.1
1947,25,102,5.5
1947,35,-116.6,6.4
1947,-6.5,148.5,7.3
1947,-38.42,178.88,6.9
1947,26.7,102.9,5.5
1947,37.5,57.8,4.1
1947,1.2,-77.2,
1947,28.5,94,7.9
1947,25.5,63,7.6
1947,37,8,5.3
1947,33.4,58.7,6.9
1947,37,22,6.9
1947,-10.5,-75,7.3
1947,43.8,141,7
1948,10.5,122,8.3
1948,35.8,27.19,7.1
1948,-3,127.5,7.9
1948,33.1,135.6,
1948,38.532,20.425,6.5
1948,44.6,10.9,
1948,-17.4,-71,7.1
1948,54.5,-161,7.5
1948,37.2,121.8,6
1948,29.5,100.5,7.3
1948,-13.1,-76.2,6.8
1948,6,95,6.2
1948,26.4,99.7,6.8
1948,36.5,136,7.3
1948,38.5,20.5,6.4
1948,-21,-174,7.9
1948,37.95,58.32,7.3
1948,27.4,104,5.8
1948,22,-106,6.9
1948,-22.5,-69,7
1949,54.6,163.5,
1949,38.2,20,
1949,42,84,7.3
1949,36,70.5,7.5
1949,47.167,-122.617,7
1949,-38,-73.5,7.3
1949,27.28,56.46,6.3
1949,5,95,6.7
1949,39.2,70.8,7.4
1949,38.58,26.23,6.7
1949,-1.4,-78.5,6.7
1949,-1.5,-78.2,6.8
1949,-18.5,-174.5,7.5
1949,39,40.5,6.8
1949,53.62,-133.27,8.1
1949,17,121.5,6.4
1949,42.5,12.7,
1949,-5.5,154,7.5
1949,30.3,102.5,5.5
1949,33.75,-118.25,
1949,-54,-71,7.8
1949,-54,-71,7.8
1949,17,121.63,7.2
1950,27.3,53.2,
1950,-53.5,-71.5,7
1950,21.7,100.1,7
1950,40,40,
1950,46,144,7.9
1950,-8,-71,
1950,-37.8,177.2,5.8
1950,6.5,-83,
1950,-15,-69.5,7.9
1950,-13.5,-72,6
1950,-6,113,6.5
1950,7.8,-72.5,
1950,10.5,-68,6.8
1950,-1.5,-78.2,6.8
1950,28.5,96.5,8.6
1950,23.5,103.1,5.8
1950,11,-85,7.7
1950,-3.8,128.3,7.6
1950,14.31,-91.917,7.5
1950,-6.5,129.5,8.1
1950,-10,159.5,7.3
1950,16.5,-100.4,6.8
1950,-18.25,167.5,7.8
1950,-23.5,-67.5,8
1950,-14.25,-75.75,7
1950,-19.5,-176,7.7
1950,16.48,-98.22,7.5
1951,-9.3,147.1,
1951,-3.252,142.238,6.1
1951,9.5,127.3,7.8
1951,13,-87.8,6.5
1951,-15,-69.5,7.9
1951,16.1,-96.8,6.2
1951,13,-87.5,6
1951,13,-87.5,5.5
1951,41.6,13.8,
1951,40.8,33.4,6.7
1951,33.5,-118.2,
1951,19.7,-156,6.9
1951,23.8,121.7,7.3
1951,31.1,91.4,7.5
1951,22.9,121.5,7.5
1951,-34,57,7.9
1951,26.7,100,6.3
1952,39.9,41.7,6
1952,-14.1,-69.9,7.5
1952,42.15,143.85,8.1
1952,41.7,142.5,7.1
1952,19.11,-155.033,
1952,9.5,127.25,7.8
1952,10.3,-85.3,
1952,39.8,39.5,
1952,22.7,99.8,6.5
1952,-18.5,169.25,6.8
1952,35,-119.017,7.7
1952,30.5,91.5,
1952,35.333,-118.917,5.8
1952,28.3,102.2,6.8
1952,39,112.7,5.5
1952,36.5,35.5,5
1952,52.755,160.057,9
1952,22.9,99.7,5.8
1952,10.3,-83.5,
1953,28.5,52.3,
1953,18.4,-73.4,5.7
1953,35.4,55.1,6.4
1953,-12,-77.5,5.5
1953,50,156.5,5.8
1953,40,27.5,7.5
1953,-4.449,152.868,7.4
1953,29,52,
1953,24.2,103.2,5
1953,-36.5,-72.5,7.6
1953,19.8,-70.7,7.2
1953,41.4,26.3,
1953,-19,169,7.5
1953,38.1,20.6,6.8
1953,38.3,20.8,7.2
1953,35,32.5,6.5
1953,-18.3,178.2,6.4
1953,-13.189,166.516,7.5
1953,34,141.7,7.4
1953,-22.1,-68.7,7.4
1953,-3.4,-80.6,7.4
1954,17.3,-92.6,6.2
1954,39,101.3,7.3
1954,-34.9,138.7,5.4
1954,24.5,95.3,7.4
1954,37,-3.5,7
1954,39.8,22.1,7
1954,29.5,-29.5,7.5
1954,39.3,22.2,7
1954,36,66,
1954,31.6,116.6,5.3
1954,13,123.9,6.8
1954,39.4,-118.5,6.8
1954,38.8,104.2,7
1954,27.5,52,5
1954,39.6,-118.5,6.8
1954,36.283,1.467,6.7
1954,36,1.5,6.7
1954,36,1.5,
1954,36,1.5,6
1954,29.4,104.8,5
1954,-8,119,6.8
1954,38.9,142.2,6.5
1954,39.3,-118.2,7
1955,11.46,-69.57,
1955,33.8,-118.2,
1955,30.5,67,
1955,-28,-175.5,7.8
1955,8.1,123.2,7.6
1955,13,-87,6.2
1955,37.5,22,
1955,30,101.8,7.5
1955,39.9,74.6,7
1955,39.4,23.1,6.2
1955,-30,-72,7.1
1955,39.5,23,6
1955,44.2,83.6,6.5
1955,6.5,94,7.3
1955,26.5,101.1,6
1955,37.5,27,6.8
1955,0.2,-78.4,6
1955,10,-84.5,5.8
1955,-6.9,155.7,6.5
1955,32.2,29.6,6.3
1955,26.6,101.8,6.8
1955,29.9,101.4,5.8
1955,-16.2,-71.3,
1955,-5.1,152.924,7.3
1956,17,-99.5,6.5
1956,-19,-70,7.1
1956,-20,-175,7.7
1956,47.5,19.3,5.8
1956,-0.5,-80.5,7.3
1956,12.2,-86.7,7.3
1956,45.5,14.3,4.5
1956,40,30.5,5.8
1956,-38.9,175.7,5.3
1956,44.3,144.1,
1956,35.5,35.5,5.8
1956,37,-4,
1956,-15,-179,7.5
1956,35.1,67.5,7.6
1956,36.9,26,7.8
1956,36.8,25.2,6.8
1956,22.2,95.7,7
1956,-5.5,130,7.5
1956,23.278,70.107,6
1956,33.8,138.8,6.5
1956,37.8,114,5
1956,46,150.5,7.6
1956,27.2,54.4,6.8
1956,39.5,23,5.7
1956,-25.5,-71,
1956,40.5,115.5,5
1957,36.2,8.9,5.6
1957,23.9,121.6,7.2
1957,39.4,22.8,7
1957,51.292,-175.629,8.6
1957,55,-165.2,7.5
1957,-15.5,-173,7.5
1957,-4.6,107.1,7.5
1957,33.4,52.5,
1957,36.31,28.62,6.9
1957,36.4,28.55,7.1
1957,40.7,30.9,7.1
1957,38,112.5,5
1957,-1.5,137,7.3
1957,56.2,116.4,7.6
1957,36.1,52.7,6.6
1957,16.5,-99.1,7.9
1957,-23.5,-71.5,7
1957,28.3,53.3,
1957,5.5,127.5,7.6
1957,-8.2,107.3,
1957,-20.4,-178.5,7.5
1957,-2,116,6
1957,-21,-66,7.8
1957,,,
1957,45.5,99.5,8.1
1957,34.3,47.8,7.1
1957,-12.3,166.7,7.8
1958,-16.5,-72,7.3
1958,36.5,53,
1958,1.5,-79.5,7.6
1958,2,-79,
1958,31.5,104,6.2
1958,25,125,7.5
1958,-4.5,104,6.7
1958,38.5,-28.8,
1958,58.37,-136.665,7.8
1958,-13.5,-69,7.5
1958,34.4,47.9,6.7
1958,-18,-65,
1958,-33.785,-70.112,6.8
1958,49.3,156.4,
1958,36,49,
1958,22.5,109.5,5.8
1958,-9.5,112.5,6.7
1958,-50,-115,6.1
1958,44.53,148.54,8.3
1958,44.2,148.8,
1958,44.3,9.9,
1958,44.4,8.8,
1959,37.5,142.2,
1959,44.5,9.6,
1959,-4,-81.5,7.4
1959,44,6.8,5.5
1959,44.3,149,5
1959,42.9,12.6,
1959,44.5,10.8,
1959,37,28.7,6.3
1959,24.78,122.7,7.5
1959,52.5,159.5,8.2
1959,17,-96.3,6.8
1959,-20.369,-68,7.5
1959,53.9,160.5,7
1959,31.8,115.3,5
1959,35.6,110.9,5.4
1959,22.18,121.13,7
1959,-7.5,156,7.3
1959,44.712,-111.215,7.7
1959,18.3,-94.4,6.9
1959,40.9,19.8,6.1
1959,-28.5,-177,7.7
1959,39.1,41.6,6.2
1959,37.5,143.2,
1959,45.89,151.11,7.2
1959,36.4,2.6,5.5
1959,38.75,75.317,6.4
1959,-13.5,-74,
1960,-15.75,-72.75,7.8
1960,-15,-75,7
1960,33.8,104.5,5.3
1960,36,4.1,5.6
1960,30.45,-9.62,5.9
1960,39.8,143.4,7.5
1960,39.4,143.7,6.7
1960,44.7,127,5.8
1960,28,54.5,6
1960,-0.5,121.5,
1960,-37.872,-73.243,8.2
1960,-38.143,-73.407,9.5
1960,40,20,6.5
1960,-9.4,152.3,6.6
1960,40.3,142.5,6.7
1960,-1.5,-79,
1960,28.6,76.7,
1960,-3.6,29,6.6
1960,11.1,122.3,
1960,-38.5,-75.1,7.4
1960,32.7,103.7,6.8
1960,-6.8,-80.7,6.7
1961,50.016,156.099,6.6
1961,36,142.3,
1961,36,141.9,
1961,36.2,141.9,
1961,24.9,93.34,7.6
1961,43.2,147.9,
1961,31.6,131.8,7.3
1961,-28.3,-175.7,7.5
1961,30.5,110,4.9
1961,-8.2,122,6.5
1961,38,15.3,
1961,34,-118,
1961,39.8,77.7,6.8
1961,36.7,28.5,6.5
1961,10.4,39.9,6.5
1961,27.9,54.6,6.6
1961,24.97,98.63,5.8
1961,8.9,-73.4,6.5
1961,33.5,49.4,
1961,27.73,99.75,6
1961,29.6,131.8,
1961,-18.421,168.411,7.3
1961,-9.849,160.614,6.4
1961,42.9,145.6,
1961,46.338,149.548,6.7
1961,36,136.7,7.3
1961,-10.5,-70.7,7.5
1961,-59.5,-27.3,7.5
1961,-58,-27,7.7
1961,-56.26,-27.283,7.7
1961,34.33,104.78,5.7
1961,33.6,48.1,
1961,-36.7,-73,6.5
1961,42.7,145.7,
1961,4.6,-75.6,6.9
1962,43.3,17.1,5.9
1962,43.3,17.1,6.1
1962,-37.8,-72.5,7.3
1962,36,9,5.3
1962,8.008,-82.757,6.8
1962,40.9,19.5,6
1962,23.72,114.67,6.1
1962,33.6,59,
1962,38.073,142.741,7.2
1962,-10,-79,6.3
1962,23.6,106.1,5.5
1962,42.2,143.9,
1962,45,5.6,5.3
1962,38.8,140.9,6.8
1962,17.2,-99.6,7
1962,17.2,-99.5,7.2
1962,37.1,96,6.8
1962,41.8,142.4,5.7
1962,39.8,25,4.5
1962,43.6,18.3,6.3
1962,25.2,101.2,6.2
1962,7.5,-82,7.4
1962,5.2,-76.4,6.8
1962,44.68,81.58,6.4
1962,41.4,15.5,6.1
1962,37.8,22.9,6.8
1962,41.8,-111.8,5.8
1962,35.63,49.87,7.2
1962,39.9,43.9,5.5
1962,39.6,23.3,5.5
1962,35.1,58.7,5
1962,28.1,55.6,5.5
1962,38.12,106.27,5.5
1962,52.47,-168.54,6.5
1963,36.9,57.8,4.5
1963,24.5,122.1,7.3
1963,32.6,21,5.4
1963,34.4,47.9,7.2
1963,40.8,15.6,
1963,37,57.9,7
1963,35.7,97,7
1963,25.8,99.5,6
1963,12.2,-86.9,5.5
1963,-8.2,115.6,6
1963,46.1,14.8,4.9
1963,47.9,130.6,5.8
1963,33.2,49.2,5.1
1963,42.1,21.3,6
1963,28.2,55.7,5.2
1963,-13.8,-69.3,7.7
1963,39.8,74.2,6.5
1963,33.9,74.8,5.3
1963,-10.472,165.77,7.5
1963,-10.286,165.413,7.5
1963,40.75,29,6.1
1963,-10.385,-78.022,7
1963,44.426,149.272,7.1
1963,44.77,149.798,8.5
1963,44.772,150.563,7.9
1963,-6.86,129.58,8.3
1963,-6.4,105.4,6.6
1963,-24.8,-176.6,7.5
1964,-3.7,119.4,5.2
1964,23.2,120.6,7
1964,26.1,101,5.4
1964,38.8,-28.4,4.6
1964,61.017,-147.648,9.2
1964,5.9,95.7,7
1964,45.3,18.1,6
1964,-4,34.9,6
1964,40.3,139,6.9
1964,40.4,139,6.6
1964,38.1,38.3,6.1
1964,38.65,139.2,7.5
1964,-15.5,166.5,7.5
1964,18.3,-100.4,7.4
1964,47.159,153.876,6.8
1964,35.1,111.6,4.7
1964,40.3,28.2,7
1964,-5.7,150.7,7.6
1964,40.4,138.9,
1964,27,54,
1965,35.7,4.4,5.5
1965,35,111.63,5.5
1965,-2.4,126.1,7.6
1965,51.29,178.55,8.7
1965,37.6,47.1,5.1
1965,-25.67,-70.63,7
1965,39.4,24,6.3
1965,36.3,70.7,7.3
1965,-31.81,-71.26,6
1965,-32.4,-71.2,7.3
1965,50.32,177.93,7.6
1965,38.6,22.4,7.1
1965,37.7,21.8,6.2
1965,34.9,138,6
1965,47.4,-122.3,6.6
1965,13.5,-89.3,6
1965,44.7,148.7,7.2
1965,28.1,55.9,6
1965,53.03,-167.55,6.5
1965,22.4,101.6,6.1
1965,38.267,22.3,6.3
1965,-15.8,167.2,7.6
1965,-15.9,166.8,7.3
1965,16.3,-95.8,7.8
1965,-42.9,-75.13,6.5
1965,43.9,87.8,6.6
1966,27.9,99.7,5.1
1966,39.2,22,6.3
1966,26.1,103.1,6.5
1966,26.1,103.1,6.2
1966,37.47,115.03,5.2
1966,39.1,41.6,6
1966,37.35,114.92,7.4
1966,24.1,122.6,8
1966,37.27,114.97,5.6
1966,0.6,30.2,7
1966,37.5,115.1,7.6
